PHCoreImplementationGuide
=========================================

/home/runner/work/ph-core/ph-core/fsh-generated/resources/Observation-observation-bp-example.json: line 84, col 8, Info - This element does not match any known slice defined in the profile https://fhir.doh.gov.ph/phcore/StructureDefinition/ph-core-observation|0.1.0 (this may not be a problem, but you should check that it's not intended to match a slice) (INFORMATIONAL)
/home/runner/work/ph-core/ph-core/fsh-generated/resources/Observation-observation-bp-example.json: line 113, col 8, Info - This element does not match any known slice defined in the profile https://fhir.doh.gov.ph/phcore/StructureDefinition/ph-core-observation|0.1.0 (this may not be a problem, but you should check that it's not intended to match a slice) (INFORMATIONAL)
/home/runner/work/ph-core/ph-core/fsh-generated/resources/Observation-observation-derived-bmi-example.json: line 58, col 4, Info - This element does not match any known slice defined in the profile https://fhir.doh.gov.ph/phcore/StructureDefinition/ph-core-observation|0.1.0 (this may not be a problem, but you should check that it's not intended to match a slice) (INFORMATIONAL)
/home/runner/work/ph-core/ph-core/fsh-generated/resources/Observation-observation-environmental-temp-example.json: line 40, col 4, Info - This element does not match any known slice defined in the profile https://fhir.doh.gov.ph/phcore/StructureDefinition/ph-core-observation|0.1.0 (this may not be a problem, but you should check that it's not intended to match a slice) (INFORMATIONAL)
/home/runner/work/ph-core/ph-core/fsh-generated/resources/Observation-observation-glucose-example.json: line 66, col 4, Info - This element does not match any known slice defined in the profile https://fhir.doh.gov.ph/phcore/StructureDefinition/ph-core-observation|0.1.0 (this may not be a problem, but you should check that it's not intended to match a slice) (INFORMATIONAL)
/home/runner/work/ph-core/ph-core/fsh-generated/resources/Observation-observation-height-example.json: line 39, col 4, Info - This element does not match any known slice defined in the profile https://fhir.doh.gov.ph/phcore/StructureDefinition/ph-core-observation|0.1.0 (this may not be a problem, but you should check that it's not intended to match a slice) (INFORMATIONAL)
/home/runner/work/ph-core/ph-core/fsh-generated/resources/Observation-observation-part-of-procedure-example.json: line 41, col 8, Info - This element does not match any known slice defined in the profile https://fhir.doh.gov.ph/phcore/StructureDefinition/ph-core-observation|0.1.0 (this may not be a problem, but you should check that it's not intended to match a slice) (INFORMATIONAL)
/home/runner/work/ph-core/ph-core/fsh-generated/resources/Observation-observation-part-of-procedure-example.json: line 58, col 8, Info - This element does not match any known slice defined in the profile https://fhir.doh.gov.ph/phcore/StructureDefinition/ph-core-observation|0.1.0 (this may not be a problem, but you should check that it's not intended to match a slice) (INFORMATIONAL)
/home/runner/work/ph-core/ph-core/fsh-generated/resources/Observation-observation-performer-role-example.json: line 50, col 4, Info - This element does not match any known slice defined in the profile https://fhir.doh.gov.ph/phcore/StructureDefinition/ph-core-observation|0.1.0 (this may not be a problem, but you should check that it's not intended to match a slice) (INFORMATIONAL)
/home/runner/work/ph-core/ph-core/fsh-generated/resources/Observation-observation-potassium-example.json: line 66, col 4, Info - This element does not match any known slice defined in the profile https://fhir.doh.gov.ph/phcore/StructureDefinition/ph-core-observation|0.1.0 (this may not be a problem, but you should check that it's not intended to match a slice) (INFORMATIONAL)
/home/runner/work/ph-core/ph-core/fsh-generated/resources/Observation-observation-sodium-example.json: line 66, col 4, Info - This element does not match any known slice defined in the profile https://fhir.doh.gov.ph/phcore/StructureDefinition/ph-core-observation|0.1.0 (this may not be a problem, but you should check that it's not intended to match a slice) (INFORMATIONAL)
/home/runner/work/ph-core/ph-core/fsh-generated/resources/Observation-observation-vitals-encounter-example.json: line 42, col 4, Info - This element does not match any known slice defined in the profile https://fhir.doh.gov.ph/phcore/StructureDefinition/ph-core-observation|0.1.0 (this may not be a problem, but you should check that it's not intended to match a slice) (INFORMATIONAL)
/home/runner/work/ph-core/ph-core/fsh-generated/resources/Observation-observation-weight-example.json: line 39, col 4, Info - This element does not match any known slice defined in the profile https://fhir.doh.gov.ph/phcore/StructureDefinition/ph-core-observation|0.1.0 (this may not be a problem, but you should check that it's not intended to match a slice) (INFORMATIONAL)
/home/runner/work/ph-core/ph-core/fsh-generated/resources/Organization-organization-single-example.json: line 30, col 6, Info - This element does not match any known slice defined in the profile https://fhir.doh.gov.ph/phcore/StructureDefinition/ph-core-organization|0.1.0 (this may not be a problem, but you should check that it's not intended to match a slice) (INFORMATIONAL)
/home/runner/work/ph-core/ph-core/fsh-generated/resources/Organization-organization-single-example.json: line 31, col 53, Warning - No definition could be found for URL value 'http://my-hospital.org/internal-id' (INVALID)
/home/runner/work/ph-core/ph-core/fsh-generated/resources/Patient-patient-single-example.json: line 85, col 8, Warning - A definition for CodeSystem 'https://psa.gov.ph/classification/psced/level' could not be found, so the code cannot be validated (NOTFOUND)
/home/runner/work/ph-core/ph-core/fsh-generated/resources/Patient-patient-single-example.json: line 99, col 12, Warning - A definition for CodeSystem 'https://psa.gov.ph/classification/psoc/unit' could not be found, so the code cannot be validated (NOTFOUND)
/home/runner/work/ph-core/ph-core/fsh-generated/resources/Practitioner-practitioner-single-example.json: line 104, col 12, Info - None of the codings provided are in the value set 'Gender Identity' (http://terminology.hl7.org/ValueSet/gender-identity|2.0.0), and a coding is recommended to come from this value set (codes = http://loinc.org#LA22879-3) (CODEINVALID)
/home/runner/work/ph-core/ph-core/fsh-generated/resources/Practitioner-practitioner-single-example.json: line 139, col 68, Warning - No definition could be found for URL value 'http://prc.gov.ph/fhir/Identifier/prc-license' (INVALID)
/home/runner/work/ph-core/ph-core/fsh-generated/resources/Practitioner-practitioner-single-example.json: line 161, col 6, Info - None of the codings provided are in the value set 'Common Languages' (http://hl7.org/fhir/ValueSet/languages|4.0.1), and a coding is recommended to come from this value set (codes = urn:ietf:bcp:47#fil) (CODEINVALID)
/home/runner/work/ph-core/ph-core/fsh-generated/resources/PractitionerRole-practitionerrole-single-example.json: line 11, col 73, Warning - No definition could be found for URL value 'http://doh.gov.ph/fhir/Identifier/practitioner-role-id' (INVALID)
